UG,NR,CHAVE,"TIPO NE","DATA TRANSACAO","DATA EMISSAO","VALOR NE",FAV,"COD AMPARO","COD MOD LIC","MOD LIC",NORMATIVO,ART,PARAGRAFO,INCISO,ALINEA,"AMPARO COMPLETO",OBS,ESFERA,PTRES,UO,PROGRAMA,ACAO,RP,"TIPO CREDITO",PO,"AUTOR EMENDA",FONTE,ND,PI,"RADICAL 4 PI","MEIO 3 PI","SUFIXO 4 PI",PROCESSO,UGR,LOCAL,CAMBIO,"INFORMAÇÃO COMPLEMENTAR",SISTEMA,ORDEM,ITEM,NDSI,SI,"OBS LI","DATA OPERAÇÃO",OPERACAO,QUANTIDADE,"VALOR UNIT","VALOR OPERACAO"
160224,2024NE000001,160224000012024NE000001,ORDINARIO,08/01/24,08/01/24,"327,25",01283432064,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","EMPENHO DE PAGAMENTO DE COMPLEMENTO DE AJUDA DE CUSTOS INDENIZAÇÃO DE TRANSPORTE DE PESSOAL, EM VIRTUDE DA TRANSFERÊNCIA DO 2º SGT CLAVERSON PEREIRADOS SANTOS, PARA O 9º BATALHÃO LOGÍSTICO, DE ACORDO COM ADT DCEM 3B AO BOL DO DGP Nº 090, DE11 DE AGOSTO DE 2023.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1T,D6PE,IND,MV1T,0,160505,0,0,0,SIAFI-STN,1,1,33909319,19,"2024NC400930, DGP 05 JAN 24 DIEX 5- FISC ADM",08/01/24,INCLUSAO,1,"327,25","327,25"
160224,2024NE000002,160224000012024NE000002,ORDINARIO,08/01/24,08/01/24,"8.252,10",01283432064,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","EMPENHO DE PAGAMENTO DE COMPLEMENTO DE AJUDA DE CUSTOE INDENIZAÇÃO DE TRANSPORTE DE PESSOAL, EM VIRTUDE DA TRANSFERÊNCIA DO 2º SGT CLAVERSON PEREIRADOS SANTOS, PARA O 9º BATALHÃO LOGÍSTICO, DE ACORDO COM ADT DCEM 3B AO BOL DO DGP Nº 090, DE11 DE AGOSTO DE 2023.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1A,D6PE,IND,MV1A,0,160505,0,0,0,SIAFI-STN,1,1,33909318,18,"2024NC400930, DGP 05 JAN 24 DIEX 5-FISC ADM",08/01/24,INCLUSAO,1,"8.252,10","8.252,10"
160224,2024NE000003,160224000012024NE000003,ORDINARIO,19/01/24,17/01/24,"9.740,48",62424653291,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","AFIM DE ATENDER MOVIMENTAÇÃO DE MILITAR DESTA OM, CONFORME ADT DCEM 3A AO BOL DO DGP Nº 144, DE 27 DE DEZEMBRO DE 2023.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1T,D6PE,IND,MV1T,0,160505,0,0,0,SIAFI-STN,1,1,33909319,19,"2024NC401245, DGP 12 JAN 24 REQ 02-FISC ADM",17/01/24,INCLUSAO,1,"9.740,48","9.740,48"
160224,2024NE000004,160224000012024NE000004,ORDINARIO,19/01/24,17/01/24,"19.848,46",62424653291,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","AFIM DE ATENDER MOVIMENTAÇÃO DE MILITARDESTA OM, CONFORME ADT DCEM 3A AO BOL DO DGP Nº 144, DE 27 DE DEZEMBRO DE 2023.",1,232007,52121,6112,212O,1,A,0000,000000000000,1000000000,339093,D6PEINDMV1A,D6PE,IND,MV1A,0,160505,0,0,0,SIAFI-STN,1,1,33909318,18,"2024NC401245, DGP 12 JAN 24 REQUISIÇÃO 02- FISC ADM",17/01/24,INCLUSAO,1,"19.848,46","19.848,46"
160224,2024NE000005,160224000012024NE000005,ORDINARIO,19/01/24,17/01/24,"705,90",08833557000115,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO 08 JAN 24 REQUISIÇÃO 03-ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000378/2024-13,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000242022 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903024,24,"ITEM COMPRA: 00059 - ARGAMASSA, COMPOSIÇÃO CIMENTO, AGREGADOS MINERAIS E ADITIVOS, APLICAÇÃO ASSENTAMENTO DE CERÂMICA EM PAREDES E PISO, CARACTERÍSTICAS ADICIONAIS COLANTE DE USO EXTERNO, APRESENTAÇÃO PÓ, TIPO AC III, NORMAS TÉCNICAS NBR 14081",17/01/24,INCLUSAO,30,"23,53","705,90"
160224,2024NE000006,160224000012024NE000006,ORDINARIO,19/01/24,17/01/24,"1.922,00",42371904000173,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO 08 JAN 24 REQUISIÇÃO 2-ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000375/2024-80,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000242022 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903024,24,"ITEM COMPRA: 00057 - CIMENTO PORTLAND, MATERIAL CLINKER, TIPO CP II- F 32",17/01/24,INCLUSAO,50,"38,44","1.922,00"
160224,2024NE000007,160224000012024NE000007,ORDINARIO,19/01/24,17/01/24,"1.022,40",31121231000187,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO 08 JAN 24 REQUISIÇÃO 5-ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000380/2024-92,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000242022 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903024,24,"ITEM COMPRA: 00132 - CHAPA DE VIDRO, MATERIAL VIDRO, COR INCOLOR, ESPESSURA 4 MM, CARACTERÍSTICAS ADICIONAIS CANELADO",17/01/24,INCLUSAO,10,"102,24","1.022,40"
160224,2024NE000008,160224000012024NE000008,ORDINARIO,19/01/24,17/01/24,"336,00",18707234000139,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 4-ALMOX/PQRMNT/5",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000379/2024-68,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000242022 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903024,24,"ITEM COMPRA: 00131 - MASSA DE FIXAR VIDRO, COMPOSIÇÃO BÁSICA ÓLEO DE LINHAÇA E GESSO, APLICAÇÃO VEDAÇÃO E COLOCAÇÃO DE VIDROS",17/01/24,INCLUSAO,30,"11,20","336,00"
160224,2024NE000009,160224000012024NE000009,ORDINARIO,29/01/24,25/01/24,"727,52",78206513000140,104,8,"NAO SE APLICA","SEM INFORMACAO",,,,,"SEM INFORMACAO","TAXA DE LICENCIAMENTO DAS VTR DO PQ RMNT/5.",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339047,I3DAFUNSEGO,I3DA,FUN,SEGO,0,160073,0,0,0,SIAFI-STN,1,1,33904710,10,"2024NC001091, DGO 08 JAN 24 REQUISIÇÃO 09 - GARAGEM",25/01/24,INCLUSAO,1,"727,52","727,52"
160224,2024NE000010,160224000012024NE000010,ORDINARIO,29/01/24,26/01/24,"187,20",85101731000186,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO 08 JAN 24 REQUISIÇÃO 9-ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000572/2024-07,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903022,22,"ITEM COMPRA: 00007 - CERA, TIPO LÍQUIDA, COR INCOLOR LEITOSO, COMPOSIÇÃO A BASE DE ÁGUA, CARNAÚBA E RESINAS METALIZADAS, CARACTERÍSTICAS ADICIONAIS ANTIDERRAPANTE, IMPERMEABILIZANTE, APLICAÇÃO LIMPEZA DE PISOS",26/01/24,INCLUSAO,48,"3,90","187,20"
